遞ｮ逶ｮ,No.,名前,年,年代区分,名前,エントリータイム,性別,距離,種目,,,,
50m BreaststrokeWomen,23,PETCU Bi a nc a - Ma r i a nna,1974,50-54,CS DE INOT RE S IT A 07,48. 66,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,24,MO R A L E S  S I L V A  A d r i a n a,1973,50-54,CE NT ROA CUA T ICOT LA LI,48. 30,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,25,YU Yu Che n,1975,50-54,T M S W IM M INGCLUB,48. 01,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,26,CHUI  L E NG  L E E  Ch u i  L e n g,1972,50-54,M E RLIONM A S T E RS A QUA T ICS,47. 60,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,27,SKURCZYNSKA I z a be l a,1971,50-54,K S W A T E RP OLOP OZNA N,47. 57,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,28,YODOGAWA Tomok o,1975,50-54,LE S NA GE URS,47. 25,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,29,GARCI A MI GUE L  Ma r g a r i t a,1973,50-54,C.N.B A DA J OZ,47. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,30,LAM S hi a o Ni ng,1973,50-54,OB GM A S T E RS S W IM M ING,47. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,31,POWELL Tr a c y,1971,50-54,DOLP HINS,47. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,32,TAN Kr y s a ni a,1972,50-54,OB GM A S T E RS S W IM M ING,46. 89,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,33,WY L I E  L e i s l,1971,50-54,HOB A RT DOLP HINS,46. 43,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,34,SATO Fumi e,1974,50-54,K ONA M IYOK ODA I,46. 26,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,35,DE NG  S h a o h o n g,1975,50-54,S W ORDFIS HCLUB,46. 13,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,36,WA T A N A B E  F i o n a  J o e l,1975,50-54,J OE LS C,45. 92,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,37,YAMAMOTO Tomok o,1971,50-54,HIGHFIV E,45. 88,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,38,KANG  By u n g i n,1974,50-54,S W IM ON,45. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,39,CAMP BE L L  Ma r i n a,1972,50-54,CLA RE M ONT M A S T E RS,44. 69,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,40,PORTA MARTI NEZ Sa ndr a,1975,50-54,C.N.A QUA M A S T E RS,44. 21,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,41,TANG Hs ue h- Li,1974,50-54,S A NCHONGFOURS E A S ONS S C,43. 55,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,42,AI NA An n a b e l l a  Ro b e r t a,1975,50-54,A CQUA 13,43. 34,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,43,IWAI Nobuko,1974,50-54,S A P P OROYUCHOS C,43. 13,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,44,NI S HI NO  Hi r o k o,1971,50-54,UOZUM S C,43. 07,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,45,AF F O L T E R O l e n a,1971,50-54,S W IS S A LUM NIS W IM M ING,43. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,46,KO CH T a n j a,1974,50-54,S W IM M INGCLUB E RA,42. 81,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,47,ESAKI  Koma k i,1971,50-54,OK S S,42. 72,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,48,TANKHI L Ha v a,1971,50-54,M A CCA B IS HOHA M,42. 33,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,49,DI  BART O L O ME O  Az z u r r a,1973,50-54,NUOT OCLUB FIRE NZE,42. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,50,TAKAHAS HI  S umi e,1974,50-54,S A GA M IGP,41. 57,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,51,JANSSEN Pascal l e Cor nel i,1973,50-54,P A T RICK -DE ROE RS OP P E RS (S G),41. 52,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,52,RO BBI AT I  Al e s s a n d r a,1973,50-54,H2O,41. 40,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,53,POND Ange l a,1973,50-54,COT T ONT RE E M A S T E RS S C,41. 36,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,54,BE I  X i a o j u n,1974,50-54,S HA NGHA IS W IM S T A RS C,41. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,55,RUT ANE N L o t t a  Ma r i a,1974,50-54,HE LS INGFORS S IM S A LLS K A P,40. 37,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,56,SI LVA AGRI ZZI  Rov a na,1972,50-54,RODRIGONUOT OT RIV INOA E,40. 30,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,57,BAL AJ CZ A T i me a  Be a t r i x,1971,50-54,T OROK B A LINT IS E NIORUS ZOCLUB,39. 83,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,58,BL I G HT  Ka t h e r i n e,1974,50-54,OW E NS OUNDA QUA T ICCLUB,39. 39,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,59,PESCATORI  Ros s e l l a,1971,50-54,CIRCOLOCA NOT T IE RIA NIE NE,38. 02,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,60,RY AN L u c y,1973,50-54,T E A M A NGLIA M A S T E RS S C,36. 83,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,61,GORMAN He l e n,1972,50-54,CA RDIFFM A S T E RS S C,35. 15,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,1,FURLANE TTO Fr a nc e s c a,1979,45-49,COA S T S W IM T E A M,52. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,2,RAMI RE Z  CO NT RE RAS  An a  L a,1977,45-49,A QUA T IK S P ORT CE NT E R,52. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,3,MO  Y a n f e i,1976,45-49,S W ORDFIS HCLUB,51. 98,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,4,MA E D A  Y u k i e,1979,45-49,CFCFUT A M A T A GA W A,51. 50,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,5,HE RNANDE Z  Bi a n c a,1980,45-49,A CUA T ICA NE LS ONV A RGA S,51. 44,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,6,CANADE T  T h i t i ma,1979,45-49,P RA CHA NIW E T S W IM M ING,51. 39,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,7,DO RABAWI L A Ni l mi n i,1976,45-49,S RILA NK A M A S T E RS A QUA T ICS,51. 23,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,8,NE ME T H J a c i n t a  Ni c o l e,1980,45-49,B RIS B A NE S OUT HS IDE M A S T E RS,50. 86,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,9,HUANG  S h i h - Hs i u,1980,45-49,T M S W IM M INGCLUB,50. 34,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,10,KO H Ci n d e e,1980,45-49,M E RLIONM A S T E RS A QUA T ICS,50. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,11,SAI LER Da ni e l l e  Ca r ol e,1977,45-49,S W IM M INGCLUB E RA,49. 82,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,12,TAI  Kwa n Y e e,1977,45-49,HOIFUNGS W IM M INGCLUB,49. 72,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,13,MO R I K A WA  Y a s u k o,1976,45-49,NA NK OS S,49. 42,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,14,JOLLY Dani el l e,1976,45-49,RYDE A US S IM A S T E RS S W .,49. 21,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,15,KI BUKA Ny a w i r a,1979,45-49,HYDRA A QUA T ICS CLUB,49. 10,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,16,AL L E G RE T T I  J e n,1979,45-49,S W IM ONT A RIOM A S T E RS,48. 94,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,17,SAKURAMA Er i,1976,45-49,S A P P OROM S T,48. 82,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,18,CHO NG  E v a,1977,45-49,M E RLIONM A S T E RS A QUA T ICS,48. 18,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,19,NI KAI DO  T a k a k o,1976,45-49,S & A .A CA DE M YS C,48. 10,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,20,WO E S T H O F F  G r i s e l d i s,1978,45-49,S GW E T T E RA U,48. 04,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,21,TAN J a mi e  Hui - Y i,1979,45-49,M E RLIONM A S T E RS A QUA T ICS,48. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,22,MI L L S  L i s a,1980,45-49,M IDS US S E XM A RLINS,47. 80,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,23,FUJ I NO S hi ho,1979,45-49,NIT T A ZUK A S S FUK UI,47. 48,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,24,TS UJ I I  Y ok o,1978,45-49,LA T T A IN,47. 39,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,25,BL ANCO  RAMO S  Ne l i d a  Z u l a,1980,45-49,CA RA CA S RA CQUE T CLUB S T,47. 20,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,26,BARANO V A Ma r i i a,1980,45-49,NA B,47. 09,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,27,SHAO Qi,1978,45-49,HA NGZHOUS W IM M INGA S S OCIA T ION,47. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,28,BAI E R E l i s a b e t h,1976,45-49,A RB E IT E R-T URN-UNDS V GRA Z,46. 86,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,29,ZE LI NS KAI A Ta t i a na,1977,45-49,NA B,46. 74,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,30,JORGE Al exandr a,1976,45-49,INDIV IDUA LA NNP,46. 06,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,31,SHI KATA J ur i,1980,45-49,J .S .G,46. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,32,CUMMI NG S  Br o n w y n,1978,45-49,A E RLINGUS M A S T E RS,45. 95,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,33,BE ARDMO RE  Re b e c c a  Cl a i r e,1979,45-49,W A T E RW ORXM A S T E RS,45. 69,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,34,KO H Ch r i s,1979,45-49,K A LLA NGA LIV E S P ORT M A NA GE M E NT,45. 69,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,35,WI S E  B a r b a r a,1976,45-49,W E T T ONE S S W IM M INGCLUB,45. 45,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,36,BO L DT  Ar i a n e,1977,45-49,S GS T A DT W E RK E M UNCHE N,44. 77,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,37,KUS NADY  Y u f i e,1979,45-49,M ILLE NNIUM A QUA T ICJ A K A RT A,44. 76,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,38,FRANCE  Ma r i e,1978,45-49,B LA CK T OW NCIT YM A S T E RS S W .,44. 75,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,39,LE E  Ange l i ne  Che w Li ng,1977,45-49,LA DIE S ' RE CRE A T IONCLUB,44. 29,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,40,JANJAROEN Pi yat hi da,1978,45-49,CHULA B HORNA QUA T ICCLUB,44. 14,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,41,JUUTI  Jeni t t a,1977,45-49,E S P OONK ILP A UINT I,44. 03,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,42,LI NK S i mona,1976,45-49,NUOT A T ORIGE NOV E S I,44. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,43,BABAZ O NO  Ke i k o,1977,45-49,B B W A V E,43. 30,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,44,UNG O  DE  V E L AS CO  BO U Cr i s,1976,45-49,C.N.A QUA M A S T E RS,42. 67,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,45,CHAO  Ma n  Ch i,1979,45-49,K A P OK S W IM M INGA S S .OFM A CA O,42. 36,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,46,MO R A  E S P I N O  Me r c e d e s,1979,45-49,C.D.J E RE ZNA T A CIONM A S T E R,42. 23,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,47,WA T A N A B E  N a h o k o,1978,45-49,T E A M DA S H,42. 07,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,48,VALDES MUNOZ El da,1979,45-49,URIS OT E A M,42. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,49,WA I T E  M i c h e l l e  T h e r e s e,1976,45-49,HORNS B YM A S T E RS S W IM M ING,41. 97,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,50,LAS ZLO Gi ul i a  Rox a na,1978,45-49,CS DE INOT RE S IT A 07,41. 39,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,51,KWAN Ca i  Na n,1979,45-49,K A LLA NGA LIV E S P ORT M A NA GE M E NT,41. 22,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,52,CO L E MAN Mi c h e l l e,1980,45-49,DA RW INS T INGE RS M A S T E RS S C,41. 15,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,53,JANI GOVA Andr ea,1976,45-49,S W IM M P OW E RP RA GUE,40. 65,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,54,TAGUCHI  Hi r omi,1976,45-49,IT OM A NS HINYURIGA OK A,40. 58,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,55,VAN WYK Me l a ni e,1977,45-49,CA P E T OW NM S C,40. 33,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,56,PENDERGAST Chr i s t i na,1977,45-49,NA NA IM OE B B T IDE S,40. 28,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,57,KRI T Z E R Co r n e l i a,1979,45-49,B A DHOM B URGE RS C1927,38. 55,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,58,HE S S E  Ba r b a r a  Ma r i a,1980,45-49,S P ORT CLUB M E RA NA S V,38. 10,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,59,NI NG  X i n,1979,45-49,CHA M P IONS W IM M E RCLUB,38. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,60,RE I D Ch a r l o t t e,1979,45-49,A E RLINGUS M A S T E RS,37. 84,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,61,KAT AO KA S a c h i k o,1977,45-49,M INA T OGUM I,37. 11,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,62,SEI TZ J e a ne t t e,1976,45-49,S S V ULM 46,36. 68,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,63,STEENHART Ky l a,1978,45-49,ROS K ILLM A S T E RS,36. 33,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,64,BO G DANO V A L a r i s a,1980,45-49,NA B,36. 09,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,65,ANNUS  Ni k o l e t t a,1977,45-49,IRONS W IM K FT .,36. 08,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,66,LI KHACH Ol ga,1979,45-49,P K 11T HA P RIL,35. 84,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,67,KRKAL O  S h a u n a,1978,45-49,LA DIE S ' RE CRE A T IONCLUB,33. 82,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,1,LO Ma n Ta c k  Di a na,1981,40-44,K OW LOONT ONGCLUB,50. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,2,NAZ ARI  S o h e y l a,1984,40-44,S UNS HINE COA S T M A S T E RS S C,50. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,3,TAM Y i k  Ma n,1984,40-44,K OW LOONT ONGCLUB,50. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,4,OZ AKI  Ay u mi,1981,40-44,LA T T A IN,49. 88,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,5,CRE A E l i s a b e t t a,1982,40-44,M S A S P ORT S S E RV ICE S LLC,49. 78,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,6,PARK J i nok,1981,40-44,L,49. 70,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,7,OK Ok,1985,40-44,S ZE NT E S IDE LFINE GE S ZS E GM E G.S C,49. 55,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,8,CHE UNG  Hi u  Y a n,1982,40-44,S W ORDFIS HCLUB,49. 51,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,9,VON KOSCHI TZKY- KI MANI  Mi,1984,40-44,S A ILFIS HS W IM CLUB,49. 23,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,10,LI U S u,1983,40-44,S HA NGHA IS W IM S T A RS C,49. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,11,SI M Pe i  Sha n,1981,40-44,K A LLA NGA LIV E S P ORT M A NA GE M E NT,49. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,12,YOSHI DA Ke i k o,1981,40-44,M IRA K ORE -S UIE I,47. 95,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,13,GOME Z  Na t a s h a,1981,40-44,RA INB OW A QUA T IC,47. 15,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,14,FLE S S E RT Amy,1984,40-44,NORT ' LA NDE RS S W IM CLUB,46. 38,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,15,PATI L Ma dhur a,1984,40-44,K A LLA NGA LIV E S P ORT M A NA GE M E NT,46. 35,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,16,HAACK Kr i s t i n,1982,40-44,S GNE UK OLLNB E RLIN,46. 23,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,17,FI S HE R E r i n J a y ne,1982,40-44,S W IM W E S T M A S T E RS,46. 13,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,18,SHI N Mi na,1984,40-44,S W IM ON,46. 10,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,19,ANAND Bh a w n a,1983,40-44,K A RNA T A K A S W IM M INGA S S OCIA T ION,46. 03,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,20,SERGEEVA Anna,1984,40-44,NA B,46. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,21,LANGFORD Ke e l y,1984,40-44,COA S T S W IM T E A M,45. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,22,KURO DA Me g u mi,1984,40-44,S W IM CLOV E R,44. 50,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,23,PARK Mi n J i n,1984,40-44,M ZS W IM M ING,44. 43,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,24,KO O  Ki r i,1982,40-44,S W IM ON,44. 38,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,25,FAZE KAS  Ki nga,1981,40-44,S W IM LIFE S E,44. 26,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,26,KAS S E M S h a i ma a  S a mi  T a w f,1985,40-44,HE LIOP OLIS,44. 01,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,27,CHE O NG  We n g  T o n g,1982,40-44,K A P OK S W IM M INGA S S .OFM A CA O,44. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,28,KE RKHO F F  Ra mo n a,1982,40-44,S GW E T T E RA U,43. 79,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,29,FE DOROV S KA Na di i a,1983,40-44,UK RA INE S W IM,43. 50,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,30,O' CONNOR Ka t h e r i n e  L o u i s,1984,40-44,S URRE YP A RK S E A HORS E S M A S T E RS,43. 49,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,31,DO RR S u z a n  Na d i n e,1985,40-44,M S A S P ORT S S E RV ICE S LLC,43. 19,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,32,MA K ME E  C h u t i s a,1983,40-44,CHULA B HORNA QUA T ICCLUB,43. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,33,YAMASHI TA Mi wa,1982,40-44,A A NB,42. 84,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,34,OH J e o n g h wa,1985,40-44,M ZS W IM M ING,42. 78,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,35,AP P L E BAUM Re b e c c a,1981,40-44,S W IM ONT A RIOM A S T E RS,42. 05,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,36,PHI LP Sa r a h,1983,40-44,T S A M A S T E RS,41. 88,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,37,NG  Ca r me n  C M,1984,40-44,K W A NHUNGS W IM M INGCLUB,41. 31,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,38,LE UNG Wi ng Y i n Wi nni e,1984,40-44,HOIFUNGS W IM M INGCLUB,41. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,39,MA R C H A N T  E r i n,1981,40-44,IP S W ICHGRA M M A RM A S T E RS S C,40. 73,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,40,RUE DA Ma r c e l a,1982,40-44,S A NT A ROS A M A S T E RS,40. 46,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,41,AL V ARE Z  Ca r o l i n e,1982,40-44,HOLLYB URNS W IM T E A M,40. 31,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,42,BRUNCKHO RS T  Ki r s t e n,1983,40-44,W A S P OHE RRINGE N1929,40. 14,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,43,MA R T I N E Z  B O R O B I O  E s t h e r,1982,40-44,C.N.A QUA M A S T E RS,39. 93,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,44,WI L L I A M S  K a r e n,1984,40-44,ROCK INGHA M M A S T E RS,39. 03,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,45,NI S HI DA Ch i k a k o,1984,40-44,A QA T OR,39. 02,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,46,RUI Z  RO DRI G UE Z  S a r a,1985,40-44,C.D.N.INA CUA M A LA GA,38. 94,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,47,LANGARA Be a t r i x,1983,40-44,T OROK B A LINT IS E NIORUS ZOCLUB,38. 76,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,48,WA N G  Y e,1984,40-44,CHA M P IONS W IM M E RCLUB,38. 50,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,49,WA T A N A B E  R i e,1983,40-44,OS A K IRA K UE IK A I,37. 66,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,50,AL E X ANDE R T a n y a  J a n e,1982,40-44,ROCK INGHA M M A S T E RS,37. 29,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,51,CI E RNA Z u z a n a,1983,40-44,C.T E NE RIFE M A S T E RS,37. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,52,KURT E E V A An a s t a s i a,1983,40-44,W E S T HOLLYW OODA QUA T ICS,36. 56,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,53,GL I E S CHE  Ka t h r i n,1982,40-44,S GS T A DT W E RK E M UNCHE N,36. 52,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,54,CE RNA S i mo n a,1984,40-44,P LA V E CK YK LUB M E LNIK,36. 38,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,55,GL E BOV A E k a t e r i n a,1985,40-44,NA B,35. 69,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,56,KL E I ME NO V A Al e k s a n d r a,1981,40-44,NA B,35. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,57,PI CCARDO El e na,1985,40-44,ROM A NUOT OM A S T E R,34. 18,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,58,HE I DE MANN Ni c o l e,1982,40-44,T V M E P P E N,32. 11,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,59,HUNT E R S a l l y,1985,40-44,CE NT RA LA QUA T ICS & LS CM A S T E RS,31. 59,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,1,FOO Br i t ne y,1990,35-39,M E RLIONM A S T E RS A QUA T ICS,48. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,2,KAUR Ma l a,1986,35-39,M E RLIONM A S T E RS A QUA T ICS,48. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,3,WE H L  K WO K  J u n e,1986,35-39,LA DIE S ' RE CRE A T IONCLUB,48. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,4,YAN Kun,1987,35-39,S HA NGHA IS W IM S T A RS C,48. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,5,HAL L  Ma r g a r e t  Al i c e,1989,35-39,XLA B P RO,47. 78,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,6,ZHOU Y i z hi,1990,35-39,HA NGZHOUS W IM M INGA S S OCIA T ION,47. 50,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,7,FULMI ZI  J e nni,1989,35-39,K A LLA NGA LIV E S P ORT M A NA GE M E NT,47. 41,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,8,RANAS I NG HE  S u b h a n i,1990,35-39,S RILA NK A M A S T E RS A QUA T ICS,46. 82,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,9,MA L K I  D o n a,1988,35-39,A LW A S LCLUB,46. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,10,UNG  Ca r o l e  Ke - L e n g,1986,35-39,UA S S T -CLOUD,45. 96,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,11,IVASHINA Mariia,1986,35-39,NA B,45. 67,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,12,SEMENOVA Ol ga,1987,35-39,W OLFP A CK S P ORT CLUB,45. 17,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,13,ONO Mi c h i k o,1989,35-39,A QA T OR,45. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,14,GOV ART HANAN J a n a n e,1986,35-39,T A M ILNA DUS A,44. 10,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,15,HARAZ AKI  Y u r i k a,1986,35-39,HA T O,44. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,16,LE E  J e l y n,1990,35-39,S INGA P ORE A RM E DFORCE S S A,44. 00,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,17,CHUA L i p  Y e e,1988,35-39,NE W W A V E S W IM M ING,43. 43,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,18,DANG  Y u n,1989,35-39,B E IJ INGHONGS HA NZHONGCHE NGS C,43. 12,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,19,HA S o p h i a,1986,35-39,K W A NHUNGS W IM M INGCLUB,42. 98,Women,50m,Breaststroke,,,,
50m BreaststrokeWomen,20,CAP E L L I NI  Ba r b a r a,1986,35-39,B LA CK T OW NCIT YM A S T E RS S W .,42. 82,Women,50m,Breaststroke,,,,
